...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
186,4.91715944581271,0.3421941141793105,CA,2023-11-29,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
187,4.25787059385971,0.306316472069777,CA,2023-11-30,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
188,2.13458605311098,0.328035574721517,CA,2023-12-01,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0
189,0.911997418078729,0.3515326893196525,CA,2023-12-02,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0
190,2.03452433196658,0.3180589686086055,CA,2023-12-03,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0
191,6.65623518947643,0.4057211973415,CA,2023-12-04,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
192,4.39538521763171,0.357749689385873,CA,2023-12-05,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
193,3.06245340659959,0.4090946174607305,CA,2023-12-06,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
194,2.15657122021921,0.481954458137315,CA,2023-12-07,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1
195,1.41367629019706,0.441684572417321,CA,2023-12-08,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
196,1.74639225382626,0.431445833638126,CA,2023-12-09,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1
197,3.10911062044411,0.4264640583656055,CA,2023-12-10,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0
198,6.97471963090804,0.3910370740448315,CA,2023-12-11,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
199,4.47173411965534,0.3652953964404295,CA,2023-12-12,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0
200,14.0836242402408,0.4200264610254045,CA,2023-12-13,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
201,2.30420181945001,0.366446280698064,CA,2023-12-14,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0
202,3.72563907748055,0.407995246368406,CA,2023-12-15,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
203,1.85397470765613,0.2982346436035205,CA,2023-12-16,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
204,0.64454345665744,0.257192756134811,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
205,2.88157642947155,0.3228083609032875,CA,2023-12-18,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0
206,2.21664677350823,0.325310710196082,CA,2023-12-19,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
207,2.6261686249172,0.352446810497679,CA,2023-12-20,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0
208,4.50751416527858,0.316048057052692,CA,2023-12-21,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
209,2.6198847665465,0.268329313902544,CA,2023-12-22,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0
210,1.06966994081191,0.326819271062048,CA,2023-12-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
211,NA,NA,CO,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.6140721173895,0.376066218266172,CO,2023-11-13,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
213,1.65528535731297,0.3311598204279105,CO,2023-11-14,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
214,1.25370327041271,0.3072041410690695,CO,2023-11-15,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
215,0.759209896168202,0.383021768203683,CO,2023-11-16,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
216,0.210434511246441,0.1564670133345745,CO,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
217,0.802945315660061,0.402434805286975,CO,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
218,0.227750184564832,0.159238277419389,CO,2023-11-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
219,1.07698289257986,0.2874616200997235,CO,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
220,2.24943599634903,0.426742308943383,CO,2023-11-21,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0
221,NA,NA,CO,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.684381882350983,0.475601817463621,CO,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
224,0.657624611694659,0.3623712463065405,CO,2023-11-25,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
225,NA,NA,CO,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,3.64656763614864,0.499812465574569,CO,2023-11-27,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
227,2.17458891729537,0.4830099192557175,CO,2023-11-28,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0
228,1.75842013707318,0.410603401522641,CO,2023-11-29,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
229,0.863424473061278,0.61151070306645,CO,2023-11-30,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
230,0.401227276991002,0.2941114729896605,CO,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
231,0.83987373017082,0.596323441188135,CO,2023-12-02,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
232,NA,NA,CO,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1.51191624586396,0.4553677945240655,CO,2023-12-04,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0
234,0.592105632537743,0.2732734441476155,CO,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
235,0.957049629169693,0.3683414128026235,CO,2023-12-06,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
236,NA,NA,CO,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,0.316128123550125,0.2186663843301055,CO,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
240,0.278817676670755,0.202539128561415,CO,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
241,NA,NA,CO,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.810733138567117,0.3137780990621085,CO,2023-12-13,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
243,1.13205242181771,0.536625372788495,CO,2023-12-14,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
244,NA,NA,CO,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.867414319027836,0.3029853876020615,CO,2023-12-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
248,1.77720241772731,0.633691537437645,CO,2023-12-19,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0
249,NA,NA,CO,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,0.774288444809041,0.550191141339785,CO,2023-12-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.702621196566133,0.367785172053898,CT,2023-11-12,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
254,1.78952720974297,0.310978078785149,CT,2023-11-13,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
255,1.83761896157758,0.20417814937438,CT,2023-11-14,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
256,0.695655465911253,0.281818755780695,CT,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
257,NA,NA,CT,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,0.215482617279165,0.1576898370792215,CT,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,NA,NA,CT,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,0.603013235299308,0.1611418170404245,CT,2023-11-20,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
262,1.28959923680165,0.242193781057858,CT,2023-11-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
263,0.232197773085687,0.16614392975624,CT,2023-11-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,1.06173498580078,0.1693131822788475,CT,2023-11-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
265,0.883786476135914,0.3578958041666235,CT,2023-11-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
266,NA,NA,CT,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,0.880737892510986,0.3185881790666465,CT,2023-11-26,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0
268,0.976038948879727,0.3940313133995335,CT,2023-11-27,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
269,3.92443399060907,0.2692357966983565,CT,2023-11-28,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0
270,3.06666946596358,0.2681987562109365,CT,2023-11-29,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0
271,0.289645291762426,0.207741750875769,CT,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,0.778148348350791,0.2941114729896605,CT,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
273,0.314595002980586,0.225215363195501,CT,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,2.65351601747751,0.615500703726995,CT,2023-12-03,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1
275,2.01870823842419,0.3048766972825375,CT,2023-12-04,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
276,1.51385323586001,0.512235756000805,CT,2023-12-05,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
277,1.64384988689146,0.41794605523007,CT,2023-12-06,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
278,0.903104883058559,0.4400948009762655,CT,2023-12-07,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
279,NA,NA,CT,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,2.14394328087376,0.458680971619429,CT,2023-12-11,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0
283,0.770508556380454,0.3063171663669725,CT,2023-12-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
284,4.97336508251242,0.417641978590052,CT,2023-12-13,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0
285,0.910812470271147,0.352486295121313,CT,2023-12-14,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
286,1.29667722587352,0.472590706515737,CT,2023-12-15,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0
287,0.945361984766509,0.3398724962732535,CT,2023-12-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
288,1.6948762168048,0.3880864356234365,CT,2023-12-17,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1
289,1.44434966888269,0.4404598780722765,CT,2023-12-18,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
290,0.878443430090076,0.2991929626294725,CT,2023-12-19,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
291,0.367270750880887,0.233935839183608,CT,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292,3.32570451270603,0.4071666476574525,CT,2023-12-21,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0
293,0.378263296295651,0.1945595882591325,CT,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
294,0.488895584661271,0.0613046224176115,CT,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,0.75929507987216,0.531762179387525,DC,2023-11-12,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
296,0.755366524127003,0.3958691920288725,DC,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
297,0.579466245753138,0.1544917934114665,DC,2023-11-14,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
298,NA,NA,DC,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,0.728589052768999,0.51039943443387,DC,2023-11-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
302,NA,NA,DC,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,0.776715458391286,0.3898933246903805,DC,2023-11-20,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
304,NA,NA,DC,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,0.86762198614826,0.6102916899697,DC,2023-11-22,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
306,0.237962913672768,0.1693131822788475,DC,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,0.870995012802833,0.61567307660038,DC,2023-11-24,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
308,0.647746212675379,0.177180923941806,DC,2023-11-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
309,0.251365698452705,0.1819620045170705,DC,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
310,0.261118200042665,0.18736509846742,DC,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,0.809831786382698,0.4036353801268445,DC,2023-11-28,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
312,NA,NA,DC,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.28980687980199,0.207741750875769,DC,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,0.795042735974493,0.55961059254346,DC,2023-12-01,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
315,0.804649415301617,0.225215363195501,DC,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
316,NA,NA,DC,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,0.396588064728908,0.2843593538338025,DC,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,0.980345732929484,0.298949719753635,DC,2023-12-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
322,NA,NA,DC,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,0.48839841318888,0.3480246489179025,DC,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
325,2.27766231559897,0.405565886216885,DC,2023-12-12,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0
326,0.940508544941513,0.665408432258865,DC,2023-12-13,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
327,0.333399385733574,0.2807775526382165,DC,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
328,0.60485799496956,0.424029494920472,DC,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
329,NA,NA,DC,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,0.872826149342233,0.407162298307013,DC,2023-12-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
331,0.157694145882068,0.1070377281071205,DC,2023-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
332,0.980200188080229,0.693801791257845,DC,2023-12-19,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
333,NA,NA,DC,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,0.957621789745819,0.432366183436232,DE,2023-11-13,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
339,0.742494275376362,0.382260329786527,DE,2023-11-14,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
340,1.62846467105036,0.59835249323888,DE,2023-11-15,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0
341,0.219726007505471,0.1555426475762065,DE,2023-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,NA,NA,DE,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,1.78813843417186,0.3715877683878625,DE,2023-11-18,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
344,1.73847644105909,0.4854451898154565,DE,2023-11-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
345,0.942262852164393,0.3181742961473455,DE,2023-11-20,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
346,1.72545730749908,0.234995381749169,DE,2023-11-21,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0
347,NA,NA,DE,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,DE,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,0.660553694058955,0.334945082280274,DE,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
352,1.74552728712968,0.392393849464437,DE,2023-11-27,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1
353,1.08605650624489,0.36736421029453,DE,2023-11-28,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
354,1.22921681582601,0.4020201931132325,DE,2023-11-29,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1
355,NA,NA,DE,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,0.860304293686148,0.61175746041228,DE,2023-12-01,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
357,0.847746840907477,0.596323441188135,DE,2023-12-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
358,0.991645055419645,0.345510595971639,DE,2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
359,1.25224089801382,0.320664679632104,DE,2023-12-04,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
360,1.97471627913034,0.434161630847549,DE,2023-12-05,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
361,1.10232138078089,0.406133235257366,DE,2023-12-06,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0
362,0.987773978682109,0.333754004076049,DE,2023-12-07,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
363,0.918618428831766,0.366386345593835,DE,2023-12-08,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
364,NA,NA,DE,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,NA,NA,DE,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,DE,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,NA,NA,DE,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,NA,NA,DE,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,DE,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,DE,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,NA,NA,DE,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,3.33965436587384,0.52888713485738,DE,2023-12-20,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
376,0.963795442162251,0.2378137542638195,DE,2023-12-21,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
377,0.825842069608745,0.289218089891297,DE,2023-12-22,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
378,1.11692356437913,0.3289709115145255,DE,2023-12-23,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
